budget,popularity,revenue,runtime,vote_average,vote_count,title,id,cluster,distance,Rank
17700000,10.442468,30987695.0,91.0,5.5,247.0,Joe Dirt,10956,1,0.363,0.0922983993143147
10000000,11.509677,3916303.0,100.0,5.5,110.0,Earth Girls Are Easy,2210,1,0.3917,0.09223339583591642
13000000,10.890236,73180723.0,83.0,5.3,523.0,"Dude, Where’s My Car?",8859,1,0.3765,0.09165393437721847
40000000,13.094205,0.0,99.0,4.8,144.0,Envy,10710,1,0.4355,0.0916341234295309
15000000,11.054751,17507368.0,84.0,5.5,104.0,Disturbing Behavior,9424,1,0.3811,0.09156953254099615
13000000,12.960346,0.0,93.0,5.1,87.0,Blank Check,13962,1,0.4323,0.09147307616067415
18000000,13.224288,10501938.0,90.0,4.9,248.0,Getaway,146227,1,0.4398,0.09128690030989522
11500000,12.887287,1402307.0,114.0,5.1,139.0,Universal Soldier: Day of Reckoning,122857,1,0.4309,0.09123852049112968
19000000,10.187278,40846082.0,93.0,5.5,211.0,House on Haunted Hill,11377,1,0.3604,0.09050992564941647
30000000,8.864607,62616646.0,91.0,5.5,547.0,Runner Runner,146238,1,0.3255,0.09030693021562981
50000000,11.418917,9851610.0,95.0,5.1,45.0,Jade,11863,1,0.3941,0.09019026520136517
0,12.459106,2434658.0,94.0,5.5,102.0,Management,21583,1,0.4222,0.09007331915841021
10000000,11.951258,0.0,93.0,5.3,197.0,Turistas,9796,1,0.4087,0.09003765677787548
0,15.360682,2955917.0,92.0,4.9,33.0,976-EVIL,24038,1,0.5002,0.08990962523744159
22000000,11.275132,9479718.0,105.0,5.2,195.0,Stone,44113,1,0.3916,0.08962060865960528
40000000,12.337898,58662452.0,89.0,4.8,272.0,Honey I Blew Up the Kid,11158,1,0.4201,0.08958994910211626
40000000,9.698075,45735397.0,110.0,5.3,270.0,Arthur,49012,1,0.3502,0.08928875465528348
30000000,9.385769,27437881.0,100.0,5.3,732.0,The Incredible Burt Wonderstone,124459,1,0.3432,0.08871582573611604
36000000,9.540381,9612469.0,91.0,5.4,333.0,Trespass,70578,1,0.3474,0.08868860337299855
7000000,11.086032,0.0,96.0,5.5,323.0,Death Race 2,51620,1,0.3894,0.08841100341197422
37000000,10.722672,37962774.0,110.0,5.1,227.0,Howard the Duck,10658,1,0.3798,0.08836048342478887
8000000,12.357072,29010817.0,97.0,5.2,99.0,New in Town,14536,1,0.4248,0.0878179183132963
0,12.16305,0.0,88.0,5.5,176.0,Beverly Hills Ninja,9622,1,0.4197,0.08777990114934422
0,14.571699,0.0,95.0,5.0,36.0,Cake,24123,1,0.485,0.08741091118510755
41000000,9.885859,0.0,88.0,5.3,286.0,The Medallion,10610,1,0.3602,0.08718242244632507
10000000,15.937321,0.0,92.0,4.6,54.0,Walled In,16335,1,0.5225,0.08699977620418081
0,13.145621,0.0,90.0,5.2,231.0,Everly,277355,1,0.4479,0.08696838177867908
4000000,12.020933,187112.0,95.0,5.2,604.0,Maggie,287424,1,0.4179,0.0869328803988956
20000000,9.951662,22942221.0,88.0,5.5,211.0,Armored,4597,1,0.3628,0.0868269928191224
27000000,8.907074,101646581.0,99.0,5.5,288.0,Timecop,8831,1,0.335,0.08676718580316811
1700000,11.644764,8844595.0,93.0,5.5,220.0,Battle for the Planet of the Apes,1705,1,0.4089,0.08648342538624892
40000000,10.793324,41797066.0,94.0,4.9,758.0,Aliens vs Predator: Requiem,440,1,0.3863,0.08640942566510508
0,11.783332,28234657.0,97.0,5.4,348.0,I Give It a Year,150117,1,0.4128,0.08640153638997033
7000000,14.054862,20256975.0,96.0,4.9,51.0,Action Jackson,10117,1,0.4739,0.08625779693830282
2000000,12.001324,5364858.0,95.0,5.4,194.0,Diary of the Dead,13025,1,0.4192,0.08616072487411794
13000000,10.098539,18000000.0,107.0,5.5,307.0,Admission,144340,1,0.3704,0.08527329555864455
40000000,11.23297,116300000.0,108.0,4.9,144.0,Sliver,867,1,0.4026,0.08448802797969304
35000000,9.295078,24159934.0,98.0,5.3,402.0,Wanderlust,50647,1,0.3514,0.08421887233857199
0,12.48386,0.0,80.0,5.4,80.0,Big Ass Spider!,166822,1,0.4374,0.08392076277409899
35000000,11.967444,12506188.0,83.0,4.9,140.0,Zoom,14113,1,0.4239,0.08378812133525732
32000000,9.756822,97918663.0,95.0,5.2,227.0,Are We There Yet?,11637,1,0.3649,0.08373260968583843
17500000,11.157288,23438120.0,156.0,5.3,147.0,Caligula,9453,1,0.4027,0.08358895979253167
10000000,19.23657,0.0,96.0,4.1,245.0,Vice,307663,1,0.6194,0.08333921674514194
0,15.884005,0.0,94.0,4.7,92.0,Space Station 76,253312,1,0.5301,0.0831798371579213
0,12.809011,0.0,90.0,5.3,32.0,Man with the Screaming Brain,2151,1,0.4479,0.08315787021249002
0,18.691187,0.0,109.0,4.3,138.0,The Scorpion King: Rise of a Warrior,13486,1,0.6063,0.0827093680654638
0,12.95779,0.0,99.0,5.2,96.0,Tremors 5: Bloodlines,339530,1,0.4539,0.08230283389331289
1000000,10.07817,62882090.0,82.0,5.5,1092.0,Unfriended,277685,1,0.3771,0.08220720839495657
0,12.474119,0.0,97.0,5.3,118.0,In Bed with Victoria,377275,1,0.4412,0.08220230071120604
0,11.823937,16971.0,90.0,5.5,90.0,Cold Comes the Night,210047,1,0.4243,0.08199430095406263
50000000,9.35239,66002004.0,101.0,5.1,559.0,Herbie Fully Loaded,11451,1,0.3583,0.08194751881845652
0,11.616811,0.0,90.0,5.5,171.0,Kill Me Three Times,237756,1,0.4195,0.08168097547980605
16000000,9.101896,66468332.0,89.0,5.5,444.0,Not Another Teen Movie,11397,1,0.3523,0.08165111369905136
45000000,8.768806,0.0,117.0,5.5,158.0,Multiplicity,9304,1,0.3439,0.08143540324827722
35000000,8.436243,45479110.0,101.0,5.5,247.0,Queen of the Damned,11979,1,0.3351,0.08139493561043257
30000000,11.781895,14110589.0,102.0,4.9,135.0,Cool World,14239,1,0.4247,0.08134908270472258
35000000,9.52295,92219310.0,88.0,5.2,215.0,Old Dogs,22949,1,0.3649,0.08108512349784691
25000000,10.510245,6673422.0,104.0,5.2,128.0,What Just Happened,8944,1,0.3914,0.08104653084501821
11000000,11.560358,34872033.0,89.0,5.1,280.0,Freddy's Dead: The Final Nightmare,11284,1,0.4205,0.0806187067803315
43000000,8.889064,68696770.0,84.0,5.3,286.0,The Sweetest Thing,11812,1,0.3492,0.08055374178859516
42000000,8.543888,0.0,83.0,5.4,528.0,Brüno,18480,1,0.3401,0.08049746175680203
50000000,10.409049,48600000.0,105.0,5.0,214.0,HOUBA! On the Trail of the Marsupilami,102207,1,0.3901,0.08045113374461793
20500000,16.60304,87987055.0,99.0,4.2,266.0,Jaws 3-D,17692,1,0.557,0.07993519830009208
35000000,8.056016,94728529.0,103.0,5.4,433.0,The Wedding Planner,2018,1,0.3294,0.07950295534819592
0,11.009871,6075.0,96.0,5.5,352.0,Barely Lethal,248574,1,0.4089,0.07929626559520883
12000000,11.52128,2521.0,90.0,5.2,69.0,The Samaritan,98339,1,0.4237,0.07882206825421934
16000000,10.070988,20627372.0,94.0,5.4,107.0,Boys and Girls,10571,1,0.3852,0.07869791387281466
26000000,8.181407,0.0,104.0,5.5,682.0,Splice,37707,1,0.335,0.07855244528109945
28000000,7.954623,16374328.0,108.0,5.5,662.0,Pride and Prejudice and Zombies,58431,1,0.3295,0.07831284202768304
28000000,10.445141,58795814.0,102.0,5.0,289.0,Agent Cody Banks,10923,1,0.3963,0.07823580805854925
0,13.706053,0.0,82.0,4.9,380.0,The Cat in the Hat,10588,1,0.4845,0.077823171997361
40000000,7.163099,68766121.0,113.0,5.5,696.0,House of Wax,10066,1,0.3099,0.07764747023874026
24000000,11.269558,23510601.0,110.0,5.0,63.0,Biker Boyz,12253,1,0.4201,0.07749605704361301
0,11.478867,0.0,91.0,5.5,58.0,The Night Listener,9782,1,0.426,0.07736855376104185
24000000,9.255441,11875866.0,128.0,5.5,57.0,Empire of the Wolves,10799,1,0.3668,0.0772527496721717
47000000,13.139893,38085778.0,75.0,4.6,108.0,Happily N'Ever After,5393,1,0.4713,0.07700044595742633
25000000,8.67817,36993168.0,99.0,5.4,347.0,Don't Be Afraid of the Dark,46261,1,0.3525,0.07676978170623393
0,16.257143,0.0,91.0,4.5,326.0,The Human Centipede 2 (Full Sequence),74997,1,0.5557,0.07656971741778579
40000000,12.725343,49627779.0,96.0,4.6,148.0,The Island of Dr. Moreau,9306,1,0.4622,0.07615883311727517
50000000,9.039467,110803676.0,104.0,5.1,321.0,The Dukes of Hazzard,6519,1,0.3639,0.07603517450086246
35000000,10.24952,14431253.0,91.0,5.0,322.0,Unfinished Business,239573,1,0.3965,0.07593669058651599
40000000,7.622875,138259062.0,99.0,5.4,376.0,Big Momma's House 2,11565,1,0.3265,0.07582699397612709
3000000,10.893224,11947954.0,87.0,5.3,457.0,Bachelorette,84174,1,0.4144,0.07564814541279226
37000000,8.451297,26250020.0,105.0,5.2,704.0,Aloha,222936,1,0.3493,0.07555578347513174
30000000,10.260026,0.0,100.0,5.1,146.0,Passion,109099,1,0.3983,0.07529384180979208
0,13.416334,7800000.0,88.0,5.0,66.0,House II: The Second Story,37530,1,0.483,0.07517829439245932
38000000,10.307277,29907685.0,90.0,5.0,154.0,Pulse,9682,1,0.4008,0.07477071072837442
18000000,8.97528,70687344.0,136.0,5.5,141.0,Firefox,10724,1,0.3653,0.0747160680065277
2011799,12.84585,0.0,92.0,4.9,528.0,The Human Centipede (First Sequence),37169,1,0.469,0.07464518701514922
0,12.592801,0.0,110.0,5.1,157.0,Infini,301728,1,0.4625,0.07453146421659956
25000000,8.826071,1397284.0,98.0,5.4,293.0,Jane Got a Gun,174751,1,0.362,0.07442357172448846
0,10.431742,0.0,104.0,5.5,408.0,A Serbian Film,73861,1,0.4054,0.07423292666654167
30000000,11.096655,31070211.0,87.0,4.8,468.0,Ultraviolet,9920,1,0.4237,0.07401519753516309
0,10.652311,4507463.0,96.0,5.5,265.0,The Two Faces of January,192149,1,0.4123,0.07380969193006737
29000000,7.533146,78636257.0,91.0,5.5,441.0,The Boss,323676,1,0.3292,0.07366857101726992
10500000,11.548303,100659.0,99.0,5.1,95.0,Precious Cargo,384737,1,0.4368,0.07358393359523402
40000000,7.855932,0.0,102.0,5.5,284.0,Drillbit Taylor,8457,1,0.3385,0.07338675528750767
0,11.788185,23833131.0,76.0,5.3,100.0,Eight Crazy Nights,13376,1,0.4437,0.07337932547679088
35000000,13.495247,19165560.0,93.0,4.5,161.0,Species II,10216,1,0.4897,0.0732361084716795
40000000,10.39662,8479793.0,94.0,5.0,88.0,Nothing but Trouble,11933,1,0.4069,0.07320052420459375
0,11.035859,0.0,84.0,5.5,102.0,3 Ninjas,16314,1,0.4253,0.07264983930501175
24000000,8.212132,83188165.0,88.0,5.3,599.0,Piranha 3D,43593,1,0.3501,0.0725098133429875
20000000,9.115939,8821329.0,94.0,5.4,188.0,Ratchet & Clank,234004,1,0.375,0.07220324343456688
0,10.800753,0.0,99.0,5.4,303.0,Eight Legged Freaks,8869,1,0.4203,0.07210441634467173
5000000,11.901343,45172994.0,90.0,4.9,590.0,Blair Witch,351211,1,0.4499,0.07203641186929108
0,12.294525,0.0,101.0,5.1,190.0,Open Windows,151368,1,0.461,0.07178971551182164
12000000,9.251084,15008161.0,107.0,5.3,642.0,Machete Kills,106747,1,0.3796,0.07178636201928644
0,12.629921,0.0,96.0,5.1,47.0,War Games: The Dead Code,14154,1,0.4702,0.07169296329603292
50000000,7.668829,28931401.0,105.0,5.3,608.0,Drive Angry,47327,1,0.3377,0.07160726425882737
0,11.127884,12382362.0,83.0,5.4,137.0,The Man,9074,1,0.4305,0.07149089858394389
16000000,9.726664,0.0,95.0,5.2,465.0,The Colony,178809,1,0.3931,0.07145672545782719
0,14.921478,0.0,88.0,4.7,68.0,A Merry Friggin' Christmas,286532,1,0.5329,0.07109880251863965
15000000,10.394389,3020664.0,100.0,5.2,102.0,Rock the Kasbah,253414,1,0.4124,0.07084762449877935
9000000,11.576336,0.0,85.0,5.1,80.0,Havoc,14695,1,0.4446,0.07060024900499817
0,11.693912,0.0,89.0,5.3,32.0,The Hive,291866,1,0.4482,0.0704076845417061
25000000,8.573348,0.0,96.0,5.5,85.0,Honeymoon in Vegas,12518,1,0.3648,0.07037769955363223
0,10.698928,0.0,101.0,5.5,100.0,Deadgirl,23966,1,0.4218,0.07031692023080767
45000000,9.579155,0.0,101.0,5.1,91.0,Drop Zone,4954,1,0.3922,0.07016777711865789
10000000,11.107782,6110000.0,90.0,5.1,184.0,MacGruber,37931,1,0.4333,0.07007835925081307
2500000,11.898793,6341684.0,99.0,4.9,880.0,Knock Knock,263472,1,0.4545,0.07006078344804498
35000000,11.932675,14296438.0,124.0,4.7,108.0,Supergirl,9651,1,0.4559,0.06985184588423207
0,11.359142,0.0,93.0,5.3,136.0,Don't Knock Twice,420245,1,0.4409,0.06970743296550963
5000000,10.510468,38610009.0,90.0,5.3,150.0,The Grudge 3,1977,1,0.4183,0.06966473039342866
0,10.54375,22642033.0,98.0,5.5,71.0,Revenge of the Nerds II: Nerds in Paradise,16889,1,0.4195,0.06953364399810126
20000000,7.310686,216197492.0,92.0,5.4,1634.0,Bad Teacher,52449,1,0.3334,0.0693727910581463
0,13.860922,0.0,97.0,4.8,145.0,The Anomaly,269173,1,0.5091,0.0691653948307615
0,11.005911,0.0,105.0,5.4,63.0,Addicted,235271,1,0.4332,0.06896746817085565
5000000,10.224446,0.0,81.0,5.5,76.0,Let's Kill Ward's Wife,300706,1,0.4128,0.06875454334765604
35000000,6.966505,17508518.0,110.0,5.5,560.0,Sabotage,144336,1,0.3257,0.06873527881423626
0,11.48313,0.0,94.0,5.3,40.0,Nemesis,24230,1,0.4466,0.06869872133636712
1200000,11.500311,0.0,94.0,5.2,157.0,Open Water 2: Adrift,9592,1,0.4473,0.06859696231107151
20000000,10.749404,70992898.0,97.0,4.9,200.0,Anacondas: The Hunt for the Blood Orchid,11237,1,0.4274,0.06851835350711058
130000,10.652818,54667954.0,79.0,5.3,320.0,Open Water,83,1,0.425,0.0684406731578898
0,10.403371,0.0,89.0,5.5,194.0,The Pact,111440,1,0.4186,0.06832540538173086
55000000,8.26008,9489829.0,92.0,5.2,490.0,Bullet to the Head,70074,1,0.3613,0.06831265773354929
0,12.819565,60896147.0,95.0,4.8,453.0,My Super Ex-Girlfriend,4474,1,0.4833,0.06829574659336043
38000000,7.164131,119723358.0,100.0,5.3,533.0,Spy Kids 2: The Island of Lost Dreams,9488,1,0.3323,0.06817928031582517
