budget,popularity,revenue,runtime,vote_average,vote_count,title,id,cluster,distance,Rank
15000000,18.184055,20117339.0,147.0,7.7,1517.0,Mulholland Drive,1018,0,0.4242,0.15335302504591963
5800000,17.784979,33395426.0,112.0,7.5,958.0,Planet of the Apes,871,0,0.4082,0.15320033715785758
32000000,14.958098,27635305.0,111.0,6.8,1113.0,The Road,20766,0,0.2911,0.15305784970578937
18000000,17.730913,75634409.0,76.0,7.6,2135.0,The Nightmare Before Christmas,9479,0,0.4089,0.15246403134258682
40000000,15.228794,75505856.0,112.0,7.1,747.0,The Last of the Mohicans,9361,0,0.3065,0.15202668250961024
25000000,15.529604,116766556.0,106.0,7.2,1269.0,Finding Neverland,866,0,0.3192,0.1519821205768624
7000000,19.726114,470654000.0,124.0,7.5,2628.0,Jaws,578,0,0.4973,0.15112936175293412
19000000,15.339153,25836616.0,108.0,6.9,1644.0,From Dusk Till Dawn,755,0,0.3187,0.15012854476714294
27000000,15.564161,231976425.0,162.0,7.0,559.0,The English Patient,409,0,0.3318,0.14919675293123882
12500000,17.189327,12281551.0,120.0,7.5,762.0,True Romance,319,0,0.3997,0.14913404734095825
1488423,16.263878,184925486.0,83.0,6.9,1973.0,Snow White and the Seven Dwarfs,408,0,0.3633,0.14860437326264125
4000000,15.727519,215880014.0,79.0,6.8,1643.0,One Hundred and One Dalmatians,12230,0,0.3437,0.1479240152883477
35000000,15.130888,112544580.0,125.0,7.3,1256.0,Saving Mr. Banks,140823,0,0.3202,0.14759081360688459
12000000,15.698222,78756177.0,85.0,7.1,1020.0,The Naked Gun: From the Files of Police Squad!,37136,0,0.3439,0.14756977693115836
0,16.759455,84431625.0,107.0,7.1,383.0,Field of Dreams,2323,0,0.3924,0.14649036617869948
15000000,15.799336,94000000.0,102.0,7.3,980.0,The Crow,9495,0,0.3525,0.14647398832578679
12000000,16.243093,1400000.0,120.0,6.9,112.0,Birdy,11296,0,0.3716,0.14631719892501846
12000000,16.415499,39673162.0,154.0,7.3,1580.0,Jackie Brown,184,0,0.379,0.1462614230452696
2800000,16.641277,60922980.0,111.0,7.2,485.0,The Omen,794,0,0.3914,0.1455123212409049
16400000,19.905716,235860116.0,129.0,8.1,2786.0,Dead Poets Society,207,0,0.5302,0.14478479483091905
0,16.76382,792.0,97.0,7.1,550.0,Irreversible,979,0,0.3998,0.14468904222928797
4000000,18.146044,38251425.0,93.0,7.8,1044.0,Annie Hall,703,0,0.4577,0.14459821901385922
4000000,19.348467,16491080.0,93.0,7.8,2737.0,Trainspotting,627,0,0.5132,0.14323860250434442
40600000,14.285052,90400000.0,116.0,7.1,763.0,Trading Places,1621,0,0.3044,0.14274739879985637
15000000,20.726578,356296601.0,122.0,7.9,3438.0,American Beauty,14,0,0.5745,0.1422565896395088
0,18.577503,260354.0,100.0,7.7,264.0,"I, Daniel Blake",374473,0,0.4854,0.14216754812572957
0,16.213593,44000000.0,105.0,7.1,652.0,The Orphanage,6537,0,0.3872,0.1421177581216511
0,17.086618,0.0,84.0,7.1,98.0,Teen Titans: The Judas Contract,408647,0,0.4251,0.14172854475975666
0,16.304653,0.0,95.0,6.8,231.0,Turbo Kid,310135,0,0.3932,0.14156636711860116
25000000,14.686487,41597830.0,114.0,7.0,461.0,The Hours,590,0,0.3275,0.1411527747632485
0,16.5293,1053788.0,119.0,6.9,119.0,Velvet Goldmine,1808,0,0.4048,0.14100515683217113
12000000,14.21769,114194847.0,104.0,6.7,1092.0,Step Up,9762,0,0.3098,0.14070008752747964
8000000,15.138144,74952305.0,92.0,6.7,2282.0,Easy A,37735,0,0.3491,0.14045416401960703
27000000,14.225919,20158808.0,102.0,7.0,1031.0,The NeverEnding Story,34584,0,0.3128,0.14003690852862333
25000000,16.816833,230698791.0,127.0,7.8,2178.0,Hidden Figures,381284,0,0.4219,0.13972465281521632
0,19.454718,0.0,0.0,7.4,48.0,No manches Frida,375794,0,0.5332,0.139351291180941
19000000,14.9837,85241496.0,96.0,7.1,2262.0,Nerve,328387,0,0.3475,0.1392491245468309
15000000,14.778884,125212904.0,93.0,7.2,1523.0,First Blood,1368,0,0.3399,0.13901813761552173
0,16.373623,76586316.0,131.0,7.4,1528.0,The Book Thief,203833,0,0.4083,0.13851458920310417
25000000,13.813155,289317794.0,122.0,6.8,831.0,Shakespeare in Love,1934,0,0.3028,0.1382447374604675
15000000,16.83125,19629760.0,109.0,7.8,1629.0,The Thing,1091,0,0.4323,0.1372790713139982
25000000,14.141837,93617009.0,116.0,7.2,1512.0,The Fighter,45317,0,0.3224,0.13676780280817294
0,17.181564,1447740.0,118.0,7.6,765.0,Two Is a Family,382591,0,0.4502,0.13645109246286605
5000000,14.970485,9114264.0,97.0,6.8,628.0,Filth,85889,0,0.3582,0.13644165629238353
50000000,15.738471,0.0,121.0,7.7,795.0,Okja,387426,0,0.3905,0.13635880388716054
25000000,13.412137,25037897.0,113.0,6.7,1359.0,Death Proof,1991,0,0.2947,0.13610042851673898
0,15.786854,0.0,121.0,6.9,324.0,Shot Caller,339692,0,0.3941,0.13596300829219768
16000000,14.785388,45361000.0,130.0,7.2,766.0,Thelma & Louise,1541,0,0.353,0.13581658446802652
31000000,14.505987,134095253.0,157.0,7.3,763.0,Scent of a Woman,9475,0,0.3431,0.1353847955320428
28000000,13.157873,102356381.0,101.0,6.8,1039.0,Dawn of the Dead,924,0,0.2871,0.13535578869038883
2479000,18.20822,28000000.0,128.0,8.0,1162.0,Vertigo,426,0,0.499,0.13493763588895274
19800000,14.101101,87754044.0,137.0,6.8,256.0,Gosford Park,5279,0,0.3316,0.1340487785053064
11000000,23.37742,104931801.0,117.0,7.9,4564.0,Alien,348,0,0.7178,0.13403221188181175
0,15.174973,43312294.0,117.0,6.8,359.0,The Edge,9433,0,0.3777,0.13369958076023944
15000000,14.421528,108286421.0,103.0,6.8,2537.0,10 Cloverfield Lane,333371,0,0.3466,0.13363402676306974
85000,15.526413,30859000.0,83.0,7.1,617.0,The Texas Chain Saw Massacre,30497,0,0.3944,0.13318275256916123
9000000,15.236541,7936012.0,111.0,7.0,129.0,Runaway Train,11893,0,0.383,0.13301651629175046
6000000,14.276169,51000000.0,75.0,6.8,1332.0,Sleeping Beauty,10882,0,0.3434,0.13292263806281088
22000000,14.466789,88880821.0,122.0,7.3,516.0,The Hundred-Foot Journey,228194,0,0.353,0.1325070648747611
25000000,12.834276,227853986.0,114.0,6.7,1066.0,Lethal Weapon 2,942,0,0.2855,0.13239363033635104
12000000,17.085146,140302754.0,118.0,8.0,1699.0,Lion,334543,0,0.463,0.13225527345400734
31000000,14.004074,128499205.0,161.0,7.0,290.0,Out of Africa,606,0,0.3362,0.13189295576880794
3000000,16.201378,0.0,96.0,7.3,182.0,Undisputed III : Redemption,38234,0,0.4277,0.13188406770867625
7500000,16.376657,60722734.0,95.0,7.2,2993.0,(500) Days of Summer,19913,0,0.436,0.13163355434281204
2900000,14.436858,263591415.0,74.0,6.8,1760.0,Cinderella,11224,0,0.3559,0.13147245150084264
40000000,13.309013,152266007.0,149.0,7.0,522.0,A Time to Kill,1645,0,0.3109,0.13098648403934865
20000000,15.020845,61276872.0,107.0,7.6,1085.0,Misery,1700,0,0.3826,0.1308757499954942
26000000,13.309701,65705772.0,121.0,6.8,408.0,Ever After: A Cinderella Story,9454,0,0.3124,0.13061930042513004
2000000,14.986654,1477002.0,98.0,6.8,286.0,The Diary of a Teenage Girl,250124,0,0.3831,0.13039580615162674
2600000,14.202284,84300000.0,88.0,6.9,1412.0,Pinocchio,10895,0,0.3509,0.13028350951771556
6000000,15.11549,102272727.0,139.0,7.4,1217.0,Mary Poppins,433,0,0.389,0.1302617673590855
0,15.931069,0.0,92.0,7.1,77.0,3:10 to Yuma,14168,0,0.4241,0.12997455740984157
0,16.641975,0.0,94.0,7.5,301.0,Badlands,3133,0,0.4554,0.12954832106433217
812000,14.655879,1600000.0,64.0,6.8,1206.0,Dumbo,11360,0,0.3736,0.12933053283328866
14000000,13.617646,161001698.0,145.0,6.7,403.0,Born on the Fourth of July,2604,0,0.3307,0.12925137452308
19000000,14.280703,61503218.0,114.0,7.4,1563.0,The Goonies,9340,0,0.3588,0.12912665119199565
16000000,15.15267,30857814.0,98.0,7.6,1518.0,The Princess Bride,2493,0,0.3962,0.1288512170007478
6000000,14.044122,213954274.0,100.0,7.1,1371.0,Dirty Dancing,88,0,0.351,0.12861560816148848
14000000,13.326443,173046663.0,111.0,7.0,1520.0,Scream,4232,0,0.3217,0.12847238680773732
910000,18.211094,9600000.0,108.0,8.0,368.0,On the Waterfront,654,0,0.5262,0.1281797121381139
1050000,16.112053,0.0,95.0,7.3,81.0,Handsome Devil,412202,0,0.4398,0.12793661893760808
730000,16.715935,8000000.0,85.0,7.6,343.0,High Noon,288,0,0.4654,0.1278210831682055
12806000,14.69768,38535221.0,125.0,7.2,224.0,The Sea Inside,1913,0,0.3819,0.12769348356586757
15000000,13.183804,120207127.0,110.0,7.0,1367.0,Lethal Weapon,941,0,0.3196,0.12751474560393583
3500000,14.56965,28215918.0,91.0,7.0,513.0,Friday,10634,0,0.3776,0.12743660216489971
15000000,15.30326,109000000.0,90.0,7.5,136.0,Earth,10946,0,0.409,0.1272212551835164
15000000,13.534589,60629159.0,96.0,7.1,1038.0,The Fly,9426,0,0.3363,0.12699111163582977
4500000,14.658885,27092880.0,90.0,7.0,330.0,Fast Times at Ridgemont High,13342,0,0.3831,0.12699102549300523
26500000,17.166725,159375308.0,134.0,8.2,2041.0,Princess Mononoke,128,0,0.4887,0.126689240932802
0,14.38601,66995253.0,129.0,6.9,561.0,The Girl Who Played with Fire,24253,0,0.374,0.12642738620451105
35000000,12.265867,75225693.0,119.0,6.8,824.0,Revolutionary Road,4148,0,0.2867,0.1261896872349052
6000000,14.454722,0.0,86.0,6.8,211.0,11:14,9282,0,0.3782,0.12609303734261984
8500000,14.337355,4440055.0,119.0,6.8,111.0,Bright Star,29963,0,0.3735,0.12604674102918656
18000000,19.901575,389925971.0,115.0,7.7,3949.0,Raiders of the Lost Ark,85,0,0.6052,0.126025470094214
25000000,12.60853,135330182.0,143.0,6.9,1083.0,Babel,1164,0,0.3019,0.12595600567620116
7000000,16.025911,37461045.0,101.0,7.7,549.0,Gifted,400928,0,0.4442,0.12594377934534504
13000000,13.655752,54837234.0,102.0,7.1,770.0,St. Vincent,239563,0,0.3461,0.12580412676246974
3000000,16.488937,572000000.0,75.0,7.0,1557.0,Alice in Wonderland,12092,0,0.4646,0.1256627350650078
13000000,13.485583,53000000.0,102.0,7.1,1494.0,RoboCop,5548,0,0.3405,0.1254339419686873
12000000,15.417202,30036000.0,151.0,7.4,149.0,Sophie's Choice,15764,0,0.4214,0.1253104260628825
40000000,13.02535,38172500.0,86.0,6.9,193.0,Quest for Camelot,18937,0,0.3227,0.12509516042794022
12300000,13.631352,84460846.0,69.0,7.0,660.0,The Land Before Time,12144,0,0.349,0.12482697118587506
0,15.370164,0.0,105.0,7.1,71.0,Adventures in Babysitting,360606,0,0.4227,0.12449739088463649
0,14.988063,0.0,134.0,6.9,104.0,You Don't Know Jack,36950,0,0.4092,0.12389716197389616
20000000,17.612244,53000000.0,105.0,7.5,3731.0,Edward Scissorhands,162,0,0.5201,0.12348127392342745
3500000,14.320893,4100000.0,99.0,7.0,451.0,Raw,393519,0,0.3833,0.12343014671931037
24000000,12.596956,133000000.0,119.0,6.9,490.0,Star Trek IV: The Voyage Home,168,0,0.3118,0.12336522718396782
5400000,15.640007,45300000.0,150.0,7.5,309.0,The Dirty Dozen,1654,0,0.4397,0.12305808596878465
5000000,16.519276,5879736.0,119.0,7.9,1569.0,Captain Fantastic,334533,0,0.4771,0.12285849607000418
858000,13.698132,267447150.0,70.0,6.8,1450.0,Bambi,3170,0,0.3597,0.12285046155893081
0,14.820883,0.0,118.0,6.9,75.0,What's Love Got to Do with It,15765,0,0.4074,0.12260973113123257
30000000,13.041943,61255921.0,118.0,7.0,154.0,Friday Night Lights,13416,0,0.3337,0.12252246501940396
18000000,12.61244,99206215.0,98.0,7.0,1126.0,Blue Jasmine,160588,0,0.3163,0.12240309075195648
0,14.881223,0.0,129.0,6.9,50.0,The Invisible Guardian,392207,0,0.4111,0.12231318836280237
20000000,12.671637,5359645.0,107.0,6.9,1584.0,Equilibrium,7299,0,0.3198,0.12214458023161605
25000000,13.009688,12729917.0,101.0,7.1,618.0,Labyrinth,13597,0,0.3352,0.12181309050257197
0,14.649159,0.0,120.0,6.8,40.0,Burn Notice: The Fall of Sam Axe,61537,0,0.4038,0.12172429709800957
1000000,17.911314,36764313.0,112.0,8.2,1531.0,Rear Window,567,0,0.5405,0.1214971012782794
10000000,13.852147,0.0,144.0,6.8,193.0,Chitty Chitty Bang Bang,11708,0,0.3731,0.12110635346484626
32000000,13.332387,57284237.0,155.0,7.2,365.0,The Physician,169881,0,0.352,0.12097274462792484
6400000,19.293562,78371200.0,108.0,7.4,4208.0,The Terminator,218,0,0.6004,0.12090743401519766
20000000,13.655178,13162475.0,126.0,7.1,160.0,The Zookeeper's Wife,289222,0,0.3659,0.12085705703018476
2500000,13.78884,124881062.0,110.0,7.2,1005.0,Goldfinger,658,0,0.3716,0.12082306528077583
27000000,12.851984,27200316.0,100.0,7.2,838.0,Dark City,2666,0,0.3328,0.12077382129576084
28000000,14.439083,121147947.0,135.0,7.8,1406.0,Pride & Prejudice,4348,0,0.3989,0.12076487863707165
4000000,14.171675,65046687.0,111.0,7.3,1831.0,Moonlight,376867,0,0.3884,0.12060739463472266
29000000,12.753109,309208309.0,129.0,7.2,1626.0,The Blind Side,22881,0,0.3306,0.12029574522784622
0,14.950187,0.0,90.0,7.1,114.0,Yellow Submarine,12105,0,0.4223,0.12023459916152873
3000000,15.170192,3221568.0,100.0,7.3,80.0,Barfly,10937,0,0.4324,0.1199994901642308
13000000,14.017754,3500605.0,132.0,7.2,317.0,Miss Sloane,376290,0,0.3849,0.11988193046937672
0,15.842073,0.0,111.0,7.5,171.0,Descendants 2,417320,0,0.4609,0.11986662141601037
20000000,11.794753,177243185.0,115.0,6.7,956.0,The Descendants,65057,0,0.2931,0.11969875267743577
6000000,14.011415,29180280.0,94.0,7.2,548.0,Raising Arizona,378,0,0.3858,0.11959148612465019
1000000,14.774066,117235147.0,119.0,7.5,1843.0,Rocky,1366,0,0.4178,0.11952808190712347
16000000,12.646518,109502303.0,126.0,6.9,484.0,Sideways,9675,0,0.3293,0.11951291980497479
27000000,14.902397,21500000.0,193.0,7.4,241.0,The Right Stuff,9549,0,0.4242,0.11926402716293334
30000000,11.766244,192452832.0,85.0,6.8,660.0,The Curse of the Were-Rabbit,533,0,0.2943,0.11910314629456206
22000000,12.935016,92542418.0,132.0,7.2,542.0,I Am Sam,10950,0,0.3434,0.11899109360863516
12000000,15.698433,53267000.0,151.0,7.8,445.0,Papillon,5924,0,0.4602,0.11854920723762748
12000000,14.382289,89800000.0,172.0,7.3,327.0,Patton,11202,0,0.4064,0.11830328477918997
29000000,12.092096,21126225.0,103.0,6.8,459.0,The Jacket,9667,0,0.3126,0.11792123505808935
0,20.82178,0.0,4.0,8.3,146.0,In a Heartbeat,455661,0,0.6762,0.11786620035459733
6000000,18.303148,1270522.0,113.0,7.7,3574.0,Donnie Darko,141,0,0.5718,0.11775643170718172
0,14.503963,37121708.0,125.0,7.1,98.0,Brubaker,1623,0,0.4155,0.11729629536480526
8000000,15.206957,52287414.0,89.0,7.8,1568.0,Stand by Me,235,0,0.4452,0.11718714594324393
14500000,11.774061,147298761.0,120.0,6.7,1406.0,Romeo + Juliet,454,0,0.3024,0.117162988463396
34000000,14.207001,48169908.0,202.0,7.3,377.0,Malcolm X,1883,0,0.4039,0.11710631429684437
26000000,13.373006,206678440.0,125.0,7.6,1019.0,Philadelphia,9800,0,0.3692,0.11710240908364947
0,14.630571,27281507.0,85.0,7.2,217.0,The Muppet Christmas Carol,10437,0,0.4218,0.11703929462564817
15000000,13.971865,34604000.0,128.0,7.4,336.0,Mississippi Burning,1632,0,0.3946,0.11698460585207575
35000000,11.577121,15304890.0,96.0,6.8,852.0,The Fountain,1381,0,0.2958,0.1167642587391111
26000000,12.434175,71868327.0,106.0,7.3,1144.0,"O Brother, Where Art Thou?",134,0,0.3328,0.1164337267618761
30000000,14.471373,216763646.0,132.0,7.7,2519.0,Million Dollar Baby,70,0,0.4177,0.11640873828156871
1800000,13.694713,25504513.0,91.0,7.2,1212.0,A Nightmare on Elm Street,377,0,0.3856,0.11635158075496901
25000000,15.565484,171600000.0,122.0,7.7,3083.0,No Country for Old Men,6977,0,0.4635,0.11634465178468621
10000000,13.390802,31973249.0,97.0,7.2,571.0,An American Werewolf in London,814,0,0.3733,0.11626411627824736
0,15.855108,3669465.0,117.0,7.7,430.0,The Fall,14784,0,0.4762,0.11618389631662619
1200000,15.41773,7000000.0,101.0,7.6,379.0,Strangers on a Train,845,0,0.459,0.1159328038719009
30000000,12.199047,160638883.0,133.0,7.2,636.0,Legends of the Fall,4476,0,0.3256,0.11578805077781476
0,14.177645,0.0,123.0,7.0,176.0,New Police Story,11636,0,0.4093,0.11545379753118268
0,14.364447,27476252.0,117.0,7.2,234.0,Three Days of the Condor,11963,0,0.4175,0.11534792978190841
2068000,14.545058,0.0,114.0,7.2,73.0,Gaslight,13528,0,0.4254,0.1152526240747788
24000000,16.136047,234710455.0,119.0,8.2,2049.0,Howl's Moving Castle,4935,0,0.492,0.11515931469376275
24000000,11.599716,64414761.0,139.0,6.7,750.0,Fences,393457,0,0.3032,0.11515229785794852
3500000,13.063203,83453539.0,88.0,7.1,1104.0,Airplane!,813,0,0.3642,0.11513201133736872
40000000,13.813146,205405498.0,189.0,7.5,513.0,JFK,820,0,0.3958,0.11503641320065011
0,12.994387,93600000.0,76.0,6.9,1241.0,Lady and the Tramp,10340,0,0.3619,0.11499113385269615
0,14.701129,0.0,111.0,7.2,51.0,Two for the Road,5767,0,0.4332,0.11492734905220495
7000000,13.594992,0.0,123.0,7.2,585.0,Only Lovers Left Alive,152603,0,0.3872,0.11491642453420103
40000000,11.65502,128798265.0,139.0,7.1,790.0,The Talented Mr. Ripley,1213,0,0.3067,0.11485334893611229
0,14.322814,2724474.0,96.0,7.2,311.0,Hunger,10360,0,0.419,0.1145411345790623
15000000,13.524001,40577001.0,93.0,7.3,233.0,The Dark Crystal,11639,0,0.3865,0.11435367889759875
20000000,18.157166,23875127.0,119.0,8.2,3120.0,American History X,73,0,0.5794,0.11434341541266688
3000000,12.490637,77712439.0,110.0,6.8,1611.0,Sinister,82507,0,0.3437,0.11430013827469732
7000000,13.686715,34266564.0,102.0,7.3,2128.0,American Psycho,1359,0,0.3952,0.11387281694322392
5000000,13.962548,33616692.0,106.0,7.3,321.0,Y Tu Mamá También,1391,0,0.4068,0.11384330922540797
12000000,13.033004,0.0,120.0,6.8,69.0,Trade,4170,0,0.3683,0.11379515326198153
36000000,12.89312,12532777.0,106.0,7.5,1846.0,Gattaca,782,0,0.3631,0.11363973949164569
1250000,15.235056,0.0,133.0,7.5,166.0,All Quiet on the Western Front,143,0,0.4609,0.11356108385949817
4000000,14.902948,30039392.0,99.0,7.5,2479.0,Shaun of the Dead,747,0,0.4471,0.11355503961396037
24000000,11.453093,83531958.0,120.0,6.9,861.0,Point Break,1089,0,0.3041,0.11340461480140653
34000000,11.226856,50282766.0,119.0,6.9,927.0,Natural Born Killers,241,0,0.2948,0.11337535397122848
22000000,13.966833,12000000.0,121.0,7.5,104.0,Sorcerer,38985,0,0.4091,0.1133138523456477
10900000,13.454169,16505460.0,105.0,7.2,230.0,Belle,205601,0,0.3884,0.1131541375766681
30000000,12.370126,91709827.0,123.0,7.3,2112.0,Southpaw,307081,0,0.3433,0.1131481216052154
14000000,13.348451,463000000.0,119.0,7.0,1807.0,Pretty Woman,114,0,0.3843,0.11307911888057529
6000000,13.293569,1317657.0,115.0,6.8,84.0,The Year of Living Dangerously,11541,0,0.3821,0.11305803043172026
28000000,13.143061,133346506.0,130.0,7.3,2679.0,The Big Short,318846,0,0.3761,0.11299189871129134
28000000,12.319855,47951979.0,137.0,7.0,162.0,The Natural,11393,0,0.3422,0.1129004252755924
0,14.758133,0.0,96.0,7.5,553.0,The Chorus,5528,0,0.4438,0.11287425270912058
12000000,13.535195,80573774.0,121.0,7.4,2252.0,Hot Fuzz,4638,0,0.3938,0.11264824068918622
13000000,12.994939,96060858.0,113.0,7.3,2119.0,The Butterfly Effect,1954,0,0.3714,0.11262613704473785
12000000,12.565896,37589296.0,102.0,7.2,1304.0,Hell or High Water,338766,0,0.3536,0.11261135804179619
25000000,11.187833,42972994.0,131.0,6.7,994.0,Legend,276907,0,0.2969,0.11244593251316556
2600000,13.233262,119500000.0,93.0,7.2,619.0,Blazing Saddles,11072,0,0.3827,0.11228185145149588
0,13.439495,0.0,135.0,6.7,228.0,Gomorrah,8882,0,0.3914,0.11225305357734099
0,12.66992,3396726.0,91.0,6.7,1326.0,Enemy,181886,0,0.3596,0.11219462632133627
35000000,12.201954,41954997.0,127.0,7.4,1175.0,Donnie Brasco,9366,0,0.3405,0.11209993879364526
29000000,15.239013,115603229.0,123.0,7.7,3163.0,The Notebook,11036,0,0.4673,0.11200506082293267
8575000,16.727406,1983204.0,145.0,8.1,453.0,The Handmaiden,290098,0,0.5294,0.11196898700517924
